Generation,BestFitness,AverageFitness,BestID
0,2.6957,2.4598,0
1,2.6957,2.5784,0
2,2.7418,2.6383,0
3,2.7612,2.6749,0
4,2.7905,2.7084,0
5,2.7908,2.7361,0
6,2.7908,2.7522,0
