Generation,BestFitness,AverageFitness,BestID
0,2.7099,2.3926,0
1,2.7099,2.4779,0
2,2.7099,2.5245,0
3,2.7099,2.5533,0
4,2.7099,2.5741,0
5,2.7099,2.5935,0
6,2.7099,2.6089,0
7,2.7099,2.6187,0
8,2.7099,2.6260,0
9,2.7099,2.6333,0
10,2.7099,2.6405,0
11,2.7099,2.6457,0
12,2.7099,2.6487,0
13,2.7099,2.6517,0
14,2.7099,2.6547,0
15,2.7099,2.6575,0
16,2.7099,2.6597,0
17,2.7099,2.6620,0
18,2.7099,2.6642,0
19,2.7099,2.6665,0
