Generation,BestFitness,AverageFitness,BestID
0,2.2965,2.1238,0
1,2.2965,2.1620,0
2,2.2965,2.1850,0
3,2.2965,2.2026,0
4,2.2965,2.2182,0
5,2.2965,2.2246,0
6,2.2965,2.2308,0
7,2.2965,2.2369,0
8,2.2965,2.2430,0
9,2.2965,2.2467,0
